ID,Job Title,Company Title,Tenure,Job Type
220817MD0000298,AI Consultant (AI Engineer),AI Infinity  ,Oct 2022 - Mar 2023 · 6 mos,Infinity  · PermanentAI Infinity  · Permanent
220817MD0000298,Research And Development Engineer (ML Engineer),株式会社ソミック石川 ,Apr 2020 - Nov 2022 · 2 yrs 8 mos,· Permanent株式会社ソミック石川 · Permanent
220817MD0000298,Machine Learning Intern,"SWCC Showa Cable Systems Co., Ltd. ",Mar 2019 · 1 mo,"Showa Cable Systems Co., Ltd. · InternshipSWCC Showa Cable Systems Co., Ltd. · Internship"
220817MD0000298,Data Science Intern,"HONDA ELECTRONICS CO., LTD. ",Aug 2018 - Sep 2018 · 2 mos,"A ELECTRONICS CO., LTD. · InternshipHONDA ELECTRONICS CO., LTD. · Internship"
220817MD0000298,Teaching Assistant,Toyohashi University of Technology ,Oct 2017 - Jan 2018 · 4 mos,yohashi University of Technology · Part-timeToyohashi University of Technology · Part-time
220817MD0000298,Faculty Lecturer,Daffodil International University-DIU ,Oct 2016 - Apr 2017 · 7 mos,affodil International University-DIU · PermanentDaffodil International University-DIU · Permanent
220817MD0000298,Assistant Manager,Duncan Brothers (Bangladesh) Limited ,Jan 2013 - Dec 2013 · 1 yr,uncan Brothers (Bangladesh) Limited · PermanentDuncan Brothers (Bangladesh) Limited · Permanent
222159SAK0000325,Full-stack Developer,Mitsubishi Fuso Truck and Bus Corporation ,Dec 2022 - Present · 1 yr 1 mo,itsubishi Fuso Truck and Bus Corporation · PermanentMitsubishi Fuso Truck and Bus Corporation · Permanent
222159SAK0000325,Full-stack Developer,TEKsystems ,Jun 2022 - Nov 2022 · 6 mos,ems · ContractTEKsystems · Contract
222159SAK0000325,Software Developer,Arche Information Inc ,Oct 2019 - May 2022 · 2 yrs 8 mos, Information Inc · Full-timeArche Information Inc · Full-time
222159SAK0000325,Group Lead,ISA ISA,Aug 2018 - Apr 2019 · 9 mos,ISA
222159SAK0000325,Programmer Analyst,CognizantCognizant,May 2016 - Apr 2017 · 1 yr,gnizantCognizant
222159SAK0000325,Intern,JAISTJAIST,Jun 2015 - Jul 2015 · 2 mos,
222159SAK0000325,Intern,NIIT LimitedNIIT Limited,Jun 2014 - Jul 2014 · 2 mos,LimitedNIIT Limited
222511VER0000331,Data Scientist,Johnson & Johnson Innovative Medicine ,Feb 2023 - Present · 11 mos,hnson & Johnson Innovative Medicine · PermanentJohnson & Johnson Innovative Medicine · Permanent
222622MAR0000333,Data Analyst/Scientist,"Crisis Intelligence Co., Ltd.  ",Apr 2021 - Present · 2 yrs 9 mos,"sis Intelligence Co., Ltd.  · PermanentCrisis Intelligence Co., Ltd.  · Permanent"
222622MAR0000333,Advanced English Instructor,Chezmo Family ,May 2019 - Present · 4 yrs 8 mos,zmo Family · Part-timeChezmo Family · Part-time
222622MAR0000333,Forage: Virtual Data Analyst,Accenture ,May 2023 · 1 mo,nture · InternshipAccenture · Internship
222622MAR0000333,KPMG Data Analyst Virtual Consultant,KPMG US ,Mar 2023 - Apr 2023 · 2 mos,G US · InternshipKPMG US · Internship
222622MAR0000333,Research Mentor,Manai Institute of Science and Technology /ISSJ ,Jan 2021 - Jan 2022 · 1 yr 1 mo,anai Institute of Science and Technology /ISSJ · Part-timeManai Institute of Science and Technology /ISSJ · Part-time
222622MAR0000333,Masters Research Student,The University of TokyoThe University of Tokyo,Sep 2018 - Sep 2020 · 2 yrs 1 mo, University of TokyoThe University of Tokyo
222622MAR0000333,Reality Specialist,Periscape VR Experience Centers ,Apr 2018 - Oct 2018 · 7 mos,riscape VR Experience Centers · PermanentPeriscape VR Experience Centers · Permanent
222622MAR0000333,Private Tutor,Varsity Tutors ,May 2017 - Mar 2018 · 11 mos,ty Tutors · PermanentVarsity Tutors · Permanent
222622MAR0000333,English Language Instructor,WinBe ,Jan 2016 - Apr 2017 · 1 yr 4 mos,nBe · PermanentWinBe · Permanent
222656NUT0000334,Data Scientist,Weathernews Inc. ,May 2019 - Present · 4 yrs 8 mos,athernews Inc. · PermanentWeathernews Inc. · Permanent
222656NUT0000334,PHD,Tokyo Institute of TechnologyTokyo Institute of Technology,Oct 2015 - Mar 2019 · 3 yrs 6 mos,kyo Institute of TechnologyTokyo Institute of Technology
222656NUT0000334,Graduate Student,Tokyo Insititute of TechnologyTokyo Insititute of Technology,Oct 2013 - Sep 2015 · 2 yrs,kyo Insititute of TechnologyTokyo Insititute of Technology
222656NUT0000334,Part Time Web Application Developer,Code and CreationCode and Creation,Apr 2013 - Aug 2013 · 5 mos,de and CreationCode and Creation
223009SAM0000340,Data Scientist,Rakuten ,Aug 2023 - Present · 5 mos,en · PermanentRakuten · Permanent
223009SAM0000340,Data Scientist,"Rakuten Mobile, Inc. ",Sep 2022 - Sep 2023 · 1 yr 1 mo,"en Mobile, Inc. · Full-timeRakuten Mobile, Inc. · Full-time"
223009SAM0000340,Associate Data Scientist,Rakuten Symphony ,Apr 2022 - Sep 2022 · 6 mos,en Symphony · Full-timeRakuten Symphony · Full-time
223009SAM0000340,Associate Data Scientist,Rakuten India ,Sep 2020 - Apr 2022 · 1 yr 8 mos,en India · Full-timeRakuten India · Full-time
223009SAM0000340,Market Research Intern,Nielsen ,Dec 2019 - Mar 2020 · 4 mos,elsen · InternshipNielsen · Internship
223009SAM0000340,Research Trainee,Defence Research and Development Organisation (DRDO) ,May 2017 - Aug 2017 · 4 mos,efence Research and Development Organisation (DRDO) · InternshipDefence Research and Development Organisation (DRDO) · Internship
223106TOB0000342,Data Scientist,Fluro ,Oct 2022 - Oct 2023 · 1 yr 1 mo,uro · Full-timeFluro · Full-time
223106TOB0000342,Tech Manager,Givergy ,Oct 2021 - Sep 2023 · 2 yrs,vergy · ContractGivergy · Contract
223106TOB0000342,IT Technician,One World Rental - Global Event Technology  ,Aug 2021 - Sep 2023 · 2 yrs 2 mos, World Rental - Global Event Technology  · ContractOne World Rental - Global Event Technology  · Contract
223106TOB0000342,Quantitative Analyst,LU Ghosal Investment Fund  ,Oct 2021 - Oct 2022 · 1 yr 1 mo,Ghosal Investment Fund  · Full-timeLU Ghosal Investment Fund  · Full-time
223106TOB0000342,Team Leader,The Sutton Trust ,Jul 2022 · 1 mo, Sutton Trust · ContractThe Sutton Trust · Contract
223106TOB0000342,English Language Assistant,Lancaster University ,Oct 2021 - Jul 2022 · 10 mos,er University · Part-timeLancaster University · Part-time
223106TOB0000342,Assistant Language Teacher (ALT),Japan Exchange and Teaching Program(me) (JET)Japan Exchange and Teaching Program(me) (JET),Aug 2019 - Aug 2021 · 2 yrs 1 mo,Exchange and Teaching Program(me) (JET)Japan Exchange and Teaching Program(me) (JET)
223106TOB0000342,Hospitality and Logistics,Delaware NorthDelaware North,Aug 2018 - Aug 2019 · 1 yr 1 mo,elaware NorthDelaware North
223106TOB0000342,Analyst,LU Ghosal Investment Fund LU Ghosal Investment Fund,Oct 2017 - Jul 2018 · 10 mos,Ghosal Investment Fund LU Ghosal Investment Fund
223106TOB0000342,Web Chat Support Agent,FM OutsourceFM Outsource,Nov 2017 - Jan 2018 · 3 mos, OutsourceFM Outsource
223106TOB0000342,Analyst,Oriental Harbour Investment ManagementOriental Harbour Investment Management,Jun 2017 - Aug 2017 · 3 mos,ental Harbour Investment ManagementOriental Harbour Investment Management
223106TOB0000342,Recon Technical Support Agent,Geek SquadGeek Squad,Feb 2017 - Jun 2017 · 5 mos,ek SquadGeek Squad
223106TOB0000342,Sales Consultant,Carphone Warehouse (Now Currys plc)Carphone Warehouse (Now Currys plc),Oct 2014 - Jul 2016 · 1 yr 10 mos,ne Warehouse (Now Currys plc)Carphone Warehouse (Now Currys plc)
223106TOB0000342,Intern,Ford MotorsFord Motors,Jul 2014 · 1 mo,rd MotorsFord Motors
223242SAY0000345,Data Management Specialist,LINEヤフー株式会社 ,Oct 2023 - Present · 3 mos,· PermanentLINEヤフー株式会社 · Permanent
223507WEI0000350,Data Scientist,Rakuten ,Aug 2023 - Present · 5 mos,en · PermanentRakuten · Permanent
223507WEI0000350,Data Scientist,Robert Walters Group ,Apr 2022 - Jul 2023 · 1 yr 4 mos,bert Walters Group · Indirect ContractRobert Walters Group · Indirect Contract
223507WEI0000350,System Engineer,frontier-info ,Jul 2016 - Mar 2022 · 5 yrs 9 mos,ntier-info · Indirect Contractfrontier-info · Indirect Contract
223507WEI0000350,System Engineer,GFT ,Sep 2015 - Jun 2016 · 10 mos,· PermanentGFT · Permanent
223507WEI0000350,Software Engineer,"NEC Advanced Software Technology(Beijing) Co.,Ltd. ",Oct 2014 - Sep 2015 · 1 yr,"Advanced Software Technology(Beijing) Co.,Ltd. · PermanentNEC Advanced Software Technology(Beijing) Co.,Ltd. · Permanent"
223507WEI0000350,Embedded Software Engineer,"Beijing Hitachi Huasun Information Systems Co., Ltd. ",Jul 2012 - Apr 2014 · 1 yr 10 mos,"ijing Hitachi Huasun Information Systems Co., Ltd. · PermanentBeijing Hitachi Huasun Information Systems Co., Ltd. · Permanent"
223709OUL0000354,Business Intelligence Engineer,AmazonAmazon,Jan 2023 - Present · 1 yr,nAmazon
223709OUL0000354,Data Scientist,GPSS Engineering Inc. ,Aug 2021 - Dec 2022 · 1 yr 5 mos,Engineering Inc. · PermanentGPSS Engineering Inc. · Permanent
223709OUL0000354,Consultant,Oriental Consultants Global ,Apr 2019 - Aug 2021 · 2 yrs 5 mos,ental Consultants Global · Full-timeOriental Consultants Global · Full-time
223709OUL0000354,English Language Teacher,Be Studio ベネッセ英会話教室 ,Dec 2016 - Mar 2019 · 2 yrs 4 mos, Studio ベネッセ英会話教室 · Part-timeBe Studio ベネッセ英会話教室 · Part-time
223709OUL0000354,Summer Intern,East Japan Railway Consultants ,Aug 2017 · 1 mo, Japan Railway Consultants · InternshipEast Japan Railway Consultants · Internship
223709OUL0000354,Summer Intern,"CTI Engineers, Inc. ",Aug 2017 · 1 mo,"Engineers, Inc. · InternshipCTI Engineers, Inc. · Internship"
223709OUL0000354,Student Intern,Agence Nationale des Ports (ANP)  ,Mar 2015 - Jun 2015 · 4 mos,nce Nationale des Ports (ANP)  · InternshipAgence Nationale des Ports (ANP)  · Internship
223709OUL0000354,Student Intern,NOVEC sa ,Jul 2014 - Aug 2014 · 2 mos,sa · InternshipNOVEC sa · Internship
223946TAK0000359,Engineering Manager,"Mercari, Inc. ",Jan 2021 - Present · 3 yrs,"ercari, Inc. · PermanentMercari, Inc. · Permanent"
223946TAK0000359,"CEO, Data Scientist",Melon Inc.Melon Inc.,Aug 2017 - Present · 6 yrs 5 mos,elon Inc.Melon Inc.
223946TAK0000359,"Chief Strategic Officer, Data Scientist",Recruit GroupRecruit Group,Jun 2007 - Jan 2020 · 12 yrs 8 mos,cruit GroupRecruit Group
223946TAK0000359,Data Scientist,Interscope Corp ,Feb 2004 - May 2007 · 3 yrs 4 mos,erscope Corp · PermanentInterscope Corp · Permanent
223946TAK0000359,Data Mining Analyst,Yahoo! JAPAN ,Apr 2003 - Feb 2004 · 11 mos,o! JAPAN · PermanentYahoo! JAPAN · Permanent
223946TAK0000359,Data Mining Analyst,Market switch Japan ,Jun 2002 - Mar 2003 · 10 mos,arket switch Japan · PermanentMarket switch Japan · Permanent
223946TAK0000359,System engineers,GE Healthcare ,Apr 2000 - May 2002 · 2 yrs 2 mos,Healthcare · PermanentGE Healthcare · Permanent
224019TOM0000360,Data Scientist,"au Commerce & Life, Inc. ",Mar 2018 - Present · 5 yrs 10 mos,"Commerce & Life, Inc. · Freelanceau Commerce & Life, Inc. · Freelance"
224019TOM0000360,Lead Software Architect,"High Availability Systems Co., Ltd ",Mar 2017 - Jan 2018 · 11 mos,"gh Availability Systems Co., Ltd · FreelanceHigh Availability Systems Co., Ltd · Freelance"
224019TOM0000360,Software Architect,Uhuru Corporation ,Dec 2016 - Feb 2017 · 3 mos,Corporation · FreelanceUhuru Corporation · Freelance
224019TOM0000360,Software Architect,Houken Corporation ,Feb 2015 - Jun 2016 · 1 yr 5 mos,uken Corporation · FreelanceHouken Corporation · Freelance
224019TOM0000360,Software Developer,NECNEC,Jan 2010 - Jun 2010 · 6 mos,
224019TOM0000360,Quantitative Developer,Daiwa Securities SMBC Co. Ltd.Daiwa Securities SMBC Co. Ltd.,May 2009 - Oct 2009 · 6 mos,aiwa Securities SMBC Co. Ltd.Daiwa Securities SMBC Co. Ltd.
224019TOM0000360,Quantitative Developer,TGI Financial Solutions Co.LtdTGI Financial Solutions Co.Ltd,Jun 2006 - Feb 2009 · 2 yrs 9 mos,Financial Solutions Co.LtdTGI Financial Solutions Co.Ltd
224052TAR0000361,Engineering Manager,"Mercari, Inc. ",Nov 2023 - Present · 2 mos,"ercari, Inc. · PermanentMercari, Inc. · Permanent"
224052TAR0000361,Senior Data Science Manager,LINEヤフー株式会社 ,Oct 2023 - Nov 2023 · 2 mos,· PermanentLINEヤフー株式会社 · Permanent
224119ABH0000362,Data Engineer,TORA ,Jun 2022 - Present · 1 yr 7 mos,· PermanentTORA · Permanent
224119ABH0000362,Data Engineer,AXA Direct Japan ,Sep 2020 - May 2022 · 1 yr 9 mos,Direct Japan · PermanentAXA Direct Japan · Permanent
224119ABH0000362,Data Scientist,Daimler Trucks AsiaDaimler Trucks Asia,Apr 2019 - Apr 2020 · 1 yr 1 mo,aimler Trucks AsiaDaimler Trucks Asia
224119ABH0000362,Data Scientist,Sageable Technologies Pvt LtdSageable Technologies Pvt Ltd,Nov 2016 - Dec 2018 · 2 yrs 2 mos,able Technologies Pvt LtdSageable Technologies Pvt Ltd
224119ABH0000362,Data scientist,FreelancerFreelancer,Oct 2014 - Oct 2016 · 2 yrs 1 mo,elancerFreelancer
224119ABH0000362,Data Analyst,GlobalLogicGlobalLogic,May 2012 - Sep 2014 · 2 yrs 5 mos,obalLogicGlobalLogic
225955YAN0000365,Data Analyst,CTW Inc ,Dec 2021 - Sep 2022 · 10 mos,Inc · PermanentCTW Inc · Permanent
225955YAN0000365,Data Scientist,Arise analytics ,Apr 2021 - Nov 2021 · 8 mos,se analytics · PermanentArise analytics · Permanent
225955YAN0000365,Data Analyst,Mates education ,Jan 2020 - May 2020 · 5 mos,ates education · Part-timeMates education · Part-time
225955YAN0000365,Data Analyst,Stunning marketing (Lobi Education)  ,Jan 2019 - Dec 2019 · 1 yr,unning marketing (Lobi Education)  · Part-timeStunning marketing (Lobi Education)  · Part-time
225955YAN0000365,Teaching Assistant,Waseda University ,Apr 2018 - Dec 2019 · 1 yr 9 mos,da University · Part-timeWaseda University · Part-time
225955YAN0000365,Intern,UniplanUniplan,Apr 2016 - Jun 2016 · 3 mos,planUniplan
225955YAN0000365,PTA,Roland BergerRoland Berger,Oct 2015 - Dec 2015 · 3 mos,land BergerRoland Berger
225955YAN0000365,Planner Intern,Leo BurnettLeo Burnett,Feb 2015 - Apr 2015 · 3 mos,o BurnettLeo Burnett
225955YAN0000365,Public Relationship Intern,PhilipsPhilips,Jul 2014 - Feb 2015 · 8 mos,lipsPhilips
225955YAN0000365,Volunteer,Nepal Volunteers CouncilNepal Volunteers Council,Feb 2014 - Mar 2014 · 2 mos,pal Volunteers CouncilNepal Volunteers Council
230436RIC0000375,"AI,ML Engineer",FPT Software ,Nov 2023 - Present · 2 mos,Software · PermanentFPT Software · Permanent
230436RIC0000375,Senior Consultant,,Data Scientist,
230436RIC0000375,Project Engineer,,Data Analyst,
230436RIC0000375,Sales Representative,KOBE STEEL LTDKOBE STEEL LTD,Apr 2017 - Feb 2022 · 4 yrs 11 mos,STEEL LTDKOBE STEEL LTD
230436RIC0000375,Sergeant,United States Forces Korea (USFK)United States Forces Korea (USFK),Sep 2012 - Jun 2014 · 1 yr 10 mos,ted States Forces Korea (USFK)United States Forces Korea (USFK)
230436RIC0000375,Intern,Ministry of UnificationMinistry of Unification,Jun 2011 - Aug 2011 · 3 mos,inistry of UnificationMinistry of Unification
230629NIC0000379,DATA SCIENTIST,AI SOLUTIONS,COMPUTER VISION,SOLUTIONS
230629NIC0000379,DATA SCIENTIST / ARTIFICIAL INTELLIGENCE ENGINEER,pafin (formerly Cryptact)pafin (formerly Cryptact),Jan 2019 - Jul 2021 · 2 yrs 7 mos,n (formerly Cryptact)pafin (formerly Cryptact)
230629NIC0000379,ARTIFICIAL INTELLIGENCE ENGINEER,Elix Inc.Elix Inc.,Oct 2018 - Jan 2019 · 4 mos,ix Inc.Elix Inc.
230629NIC0000379,DATA SCIENTIST / ARTIFICIAL INTELLIGENCE ENGINEER,"NetSmile, Inc.","ネットスマイル株式会社NetSmile, Inc.","tSmile, Inc."
230629NIC0000379,AI TRADER RESEARCHER,PRIVATE HOMEPRIVATE HOME,Jun 2012 - Dec 2017 · 5 yrs 7 mos,HOMEPRIVATE HOME
230629NIC0000379,DATA SCIENTIST RESEARCHER,University of TsukubaUniversity of Tsukuba,Mar 2013 - Jul 2016 · 3 yrs 5 mos,versity of TsukubaUniversity of Tsukuba
230629NIC0000379,PROJECT COORDINATOR,Societe GeneraleSociete Generale,Mar 2012 - Jan 2013 · 11 mos,ciete GeneraleSociete Generale
230629NIC0000379,PHD ENVIRONMENTAL SCIENCES / MODELING,IRSNIRSN,Jan 2007 - Jan 2010 · 3 yrs 1 mo,
230823LEN0000383,Data Science Manager,Fast Retailing ,Dec 2022 - Present · 1 yr 1 mo, Retailing · PermanentFast Retailing · Permanent
230823LEN0000383,Senior Data Scientist / Tech Lead,The Goodyear Tire & Rubber Company ,Jul 2019 - Oct 2021 · 2 yrs 4 mos, Goodyear Tire & Rubber Company · PermanentThe Goodyear Tire & Rubber Company · Permanent
231703KUA0000387,Data Scientist,デロイト トーマツ グループ（Deloitte Japan） ,Feb 2020 - Present · 3 yrs 11 mos,トーマツ グループ（Deloitte Japan） · Full-timeデロイト トーマツ グループ（Deloitte Japan） · Full-time
231729LEK0000388,Junior Data Scientist,Godot Inc. ,Jul 2023 - Present · 6 mos,dot Inc. · PermanentGodot Inc. · Permanent
231729LEK0000388,Product Management,Microsoft ,Aug 2022 - Feb 2023 · 7 mos,icrosoft · InternshipMicrosoft · Internship
231729LEK0000388,Participant,Japan Product CampJapan Product Camp,Aug 2022 - Sep 2022 · 2 mos,Product CampJapan Product Camp
231729LEK0000388,C&M/Strategy Consulting,DeloitteDeloitte,May 2022 - Aug 2022 · 4 mos,eloitteDeloitte
231729LEK0000388,Data Science,K-three Inc.K-three Inc.,Mar 2022 - May 2022 · 3 mos,hree Inc.K-three Inc.
231729LEK0000388,Product Management,reach52reach52,Aug 2021 - Oct 2021 · 3 mos,ach52reach52
231729LEK0000388,Product Management & UX Research/Design,YoungPlanetYoungPlanet,Jan 2021 - Jul 2021 · 7 mos,ungPlanetYoungPlanet
231729LEK0000388,Data Science,abillionabillion,Aug 2020 - Dec 2020 · 5 mos,llionabillion
231729LEK0000388,Intern,Yokohama Behavior Insights and design Team (YBiT) ,Nov 2019 - Oct 2020 · 1 yr,kohama Behavior Insights and design Team (YBiT) · InternshipYokohama Behavior Insights and design Team (YBiT) · Internship
231729LEK0000388,President,SFC Behavioral Insights GroupSFC Behavioral Insights Group,Oct 2019 - Oct 2020 · 1 yr 1 mo,Behavioral Insights GroupSFC Behavioral Insights Group
231729LEK0000388,Research Assistant,株式会社キャンサースキャン ,Jan 2020 - Aug 2020 · 8 mos,· Internship株式会社キャンサースキャン · Internship
231729LEK0000388,Member,BizjapanBizjapan,Nov 2018 - Jan 2020 · 1 yr 3 mos,zjapanBizjapan
231729LEK0000388,Speaker Support,Slush TokyoSlush Tokyo,Nov 2018 - Feb 2019 · 4 mos,ush TokyoSlush Tokyo
231947KEN0000393,データ活用プランナー,農林水産省農林水産省,Oct 2022 - Present · 1 yr 3 mos,
231947KEN0000393,"Data Scientist, Senior Researcher",GLOBIS UniversityGLOBIS University,Sep 2017 - Present · 6 yrs 4 mos,UniversityGLOBIS University
231947KEN0000393,未来戦略アドバイザー,福井県庁福井県庁,Feb 2021 - Present · 2 yrs 11 mos,
231947KEN0000393,Data Scientist,Cookpad Inc.Cookpad Inc.,Jul 2016 - Aug 2017 · 1 yr 2 mos,okpad Inc.Cookpad Inc.
231947KEN0000393,Data Scientist,"Recruit Holdings Co.,Ltd.Recruit Holdings Co.,Ltd.",Sep 2012 - Jun 2016 · 3 yrs 10 mos,"cruit Holdings Co.,Ltd.Recruit Holdings Co.,Ltd."
231947KEN0000393,Researcher,TOSHIBA CorporationTOSHIBA Corporation,Apr 2009 - Aug 2012 · 3 yrs 5 mos,CorporationTOSHIBA Corporation
232102KEN0000395,Senior Data Analytics Engineer,GSK ,Mar 2023 - Present · 10 mos,· PermanentGSK · Permanent
232102KEN0000395,Data Scientist/Data Engineer,株式会社JDSC(Japan Data Science Consortium Co. Ltd.) ,Dec 2019 - Feb 2023 · 3 yrs 3 mos,SC(Japan Data Science Consortium Co. Ltd.) · Permanent株式会社JDSC(Japan Data Science Consortium Co. Ltd.) · Permanent
232102KEN0000395,"Cybersecurity Researcher, Data Scientist",eGIS株式会社 ,Feb 2019 - Nov 2019 · 10 mos,GIS株式会社 · PermanenteGIS株式会社 · Permanent
232102KEN0000395,Programmer,Hacobu. Inc. ,Feb 2016 - Jun 2016 · 5 mos,bu. Inc. · Part-timeHacobu. Inc. · Part-time
232102KEN0000395,Programmer,Newton Design. Inc. ,Dec 2015 - Jan 2016 · 2 mos,wton Design. Inc. · ContractNewton Design. Inc. · Contract
232102KEN0000395,Senior Researcher,"NPO法人イノプレックス（Innoplex,Inc. ） ",Jul 2014 - Dec 2015 · 1 yr 6 mos,"plex,Inc. ） · PermanentNPO法人イノプレックス（Innoplex,Inc. ） · Permanent"
232102KEN0000395,associate consultant,"Future Architect, Inc. Japan ",Apr 2013 - Oct 2014 · 1 yr 7 mos,"ure Architect, Inc. Japan · PermanentFuture Architect, Inc. Japan · Permanent"
232102KEN0000395,FInancial Researcher (Japanese Language Expert),"Shore Infotech Private Limited, Hyderabad, India ",Nov 2011 - Apr 2012 · 6 mos,"re Infotech Private Limited, Hyderabad, India · ContractShore Infotech Private Limited, Hyderabad, India · Contract"
232102KEN0000395,Sr. Shared Services Intern - Japanese,Amazon Development Centre (India) Private Limited ,Feb 2011 - Sep 2011 · 8 mos,n Development Centre (India) Private Limited · InternshipAmazon Development Centre (India) Private Limited · Internship
232141VAI0000396,Deep Learning Engineer,Fiby Inc. ,Jun 2023 - Present · 7 mos,by Inc. · InternshipFiby Inc. · Internship
232141VAI0000396,Administrative Coordinator,Japan Science and Technology Agency ,May 2023 - Present · 8 mos,Science and Technology Agency · ContractJapan Science and Technology Agency · Contract
232141VAI0000396,Data Scientist / Machine Learning Engineer,"mui Lab, Inc. ",Apr 2023 - Present · 9 mos," Lab, Inc. · Internshipmui Lab, Inc. · Internship"
232141VAI0000396,Artificial Intelligence Engineer,ArchiTwin ,Jun 2023 - Sep 2023 · 4 mos,Twin · InternshipArchiTwin · Internship
232141VAI0000396,Google DSC Member (Data Science),Google Developers ,Oct 2021 - Jun 2023 · 1 yr 9 mos,ogle Developers · InternshipGoogle Developers · Internship
232141VAI0000396,C# Programmer Unity / Modeler / Python Engineer,xRsion Inc. ,Jan 2023 - May 2023 · 5 mos,on Inc. · InternshipxRsion Inc. · Internship
232141VAI0000396,Data Analyst,TELUS International ,May 2022 - Apr 2023 · 1 yr,International · FreelanceTELUS International · Freelance
232141VAI0000396,Monetization Specialist,Yodo1 Games ,Aug 2021 - Oct 2022 · 1 yr 3 mos,do1 Games · InternshipYodo1 Games · Internship
232141VAI0000396,Sales Business Development,Innovators and You ,Jun 2022 - Jul 2022 · 2 mos,vators and You · InternshipInnovators and You · Internship
232141VAI0000396,ASEF23 Hackathon Technical Lead (Team 4),Asia-Europe Foundation (ASEF) ,Oct 2021 - Feb 2022 · 5 mos,a-Europe Foundation (ASEF) · InternshipAsia-Europe Foundation (ASEF) · Internship
232141VAI0000396,Data Analyst,Accenture ,Nov 2021 · 1 mo,nture · InternshipAccenture · Internship
232316DIM0000399,Senior Data Scientist,AILY LABS ,May 2023 - Present · 8 mos,LABS · PermanentAILY LABS · Permanent
232316DIM0000399,Senior Data Scientist,La Banque PostaleLa Banque Postale,Oct 2022 - Apr 2023 · 7 mos,Banque PostaleLa Banque Postale
232316DIM0000399,Randonneur à Pacific Crest Trail,The Pacific Crest TrailThe Pacific Crest Trail,Mar 2022 - Sep 2022 · 7 mos, Pacific Crest TrailThe Pacific Crest Trail
232316DIM0000399,Data Scientist,Coddity ,Aug 2018 - Mar 2022 · 3 yrs 8 mos,ddity · Full-timeCoddity · Full-time
232340ISA0000400,Data Scientist,VetFamily FranceVetFamily France,Dec 2020 - Present · 3 yrs 1 mo,tFamily FranceVetFamily France
232340ISA0000400,Data Scientist,VG - Verdens Gang ASVG - Verdens Gang AS,Dec 2015 - Sep 2020 · 4 yrs 10 mos,#NAME?
232340ISA0000400,Data Scientist and Executive Advisor,NextBridge Group ASNextBridge Group AS,Mar 2015 - Dec 2015 · 10 mos,xtBridge Group ASNextBridge Group AS
232340ISA0000400,Head of Business Analytics,Sherpa Consulting asSherpa Consulting as,Aug 2013 - Mar 2015 · 1 yr 8 mos,rpa Consulting asSherpa Consulting as
232429JB0000402,"Data Science & Analytics, Associate Director",MSD France ,Jun 2019 - Present · 4 yrs 7 mos,SD France · PermanentMSD France · Permanent
232429JB0000402,Founder / CEO,Ma Sonnette ,Feb 2021 - May 2022 · 1 yr 4 mos,a Sonnette · Self-employedMa Sonnette · Self-employed
232429JB0000402,Customer Facing Data Scientist,DataRobotDataRobot,Apr 2018 - Jun 2019 · 1 yr 3 mos,ataRobotDataRobot
232429JB0000402,Data Scientist / Data Jedi,PredicSis ,Feb 2016 - Feb 2018 · 2 yrs 1 mo,dicSis · PermanentPredicSis · Permanent
232429JB0000402,Ph.D in Computer Science & Mathematics,Paris-Sud UniversityParis-Sud University,Oct 2012 - Dec 2015 · 3 yrs 3 mos,s-Sud UniversityParis-Sud University
232429JB0000402,Lead Python,SagemathSagemath,May 2011 - Dec 2015 · 4 yrs 8 mos,mathSagemath
232454NIN0000403,Data Scientist,EPSILON France ,Jul 2022 - Present · 1 yr 6 mos,France · PermanentEPSILON France · Permanent
232454NIN0000403,Associate,Green-GotGreen-Got,Apr 2023 - Present · 9 mos,en-GotGreen-Got
232545THO0000405,Data Scientist & COVID-19 epidemic surveillance,Regional Health Agency of Île-de-France ,Sep 2019 - Present · 4 yrs 4 mos,gional Health Agency of Île-de-France · PermanentRegional Health Agency of Île-de-France · Permanent
232545THO0000405,Non-tenured Lecturer,Paris-Sorbonne UniversityParis-Sorbonne University,Oct 2020 - Present · 3 yrs 3 mos,s-Sorbonne UniversityParis-Sorbonne University
232545THO0000405,Non-tenured Lecturer,Paris-Descartes UniversityParis-Descartes University,Aug 2018 - Present · 5 yrs 5 mos,s-Descartes UniversityParis-Descartes University
232545THO0000405,Data Analyst,National French Health InsuranceNational French Health Insurance,Dec 2017 - Sep 2019 · 1 yr 10 mos,ional French Health InsuranceNational French Health Insurance
232545THO0000405,Research Associate,CEA - Commissariat à l'énergie atomique et aux énergies alternativesCEA - Commissariat à l'énergie atomique et aux énergies alternatives,Sep 2015 - Jun 2017 · 1 yr 10 mos,- Commissariat à l'énergie atomique et aux énergies alternativesCEA - Commissariat à l'énergie atomique et aux énergies alternatives
232545THO0000405,Teaching and Research Temporary Attaché (Non-tenured Position),Université Paris DescartesUniversité Paris Descartes,Sep 2014 - Aug 2016 · 2 yrs,versité Paris DescartesUniversité Paris Descartes
232545THO0000405,Graduate Research Assistant,"PALM EA 4649, MRSH CNRS USR 3486PALM EA 4649, MRSH CNRS USR 3486",May 2010 - Sep 2014 · 4 yrs 5 mos," EA 4649, MRSH CNRS USR 3486PALM EA 4649, MRSH CNRS USR 3486"
